pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_linked_issues,time_since_last_commit,test_coverage,number_of_reviews_requested,number_of_revisions,number_of_milestones,dependency_changes,comment_authors
50761,2023-06-20T12:09:33Z,2023-06-20T16:23:38Z,camperbot,0,0,1,22,4,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,15246.0,0,11,0,0,31201117.880421,,0,1,0,False,[]
50679,2023-06-12T21:13:05Z,2023-06-22T07:27:04Z,jmetev1,1,0,2,4,1,2,2,"['status: waiting review', 'platform: learn']",98.0,0,814440.0,0,30,0,0,31060511.906842,,1,2,0,False,['ghost']
50039,2023-04-11T13:21:13Z,2023-06-16T05:46:45Z,shootermv,10,0,1,49,2,2,2,"['status: waiting review', 'scope: tools/scripts']",101.0,0,5675133.0,0,16,0,0,31584930.946621,,0,1,0,False,"['ghost', 'ojeytonwilliams', 'shootermv']"
50011,2023-04-08T15:38:53Z,2023-06-22T21:19:01Z,DEVelooper29,19,1,7,97,4,3,2,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",142.0,0,6500415.0,0,16,0,0,31010589.010185,,0,7,0,False,"['naomi-lgbt', 'DEVelooper29', 'camperbot', 'moT01', 'raisedadead', 'socket-security[bot]', 'CallmeHongmaybe', 'ghost']"
50676,2023-06-12T14:56:28Z,2023-06-21T00:00:30Z,ojeytonwilliams,2,0,2,19,1,2,2,"['status: waiting review', 'platform: learn']",100.0,0,746530.0,0,24,0,0,31151019.073189,,0,2,0,False,"['ghost', 'ojeytonwilliams']"
50729,2023-06-16T12:24:01Z,2023-06-16T18:16:05Z,camperbot,0,0,1,42,2,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,21125.0,0,16,0,0,31539971.243035,,0,1,0,False,[]
50743,2023-06-17T04:48:09Z,2023-06-17T13:34:53Z,renovate[bot],0,0,1,148,2,2,2,['renovate'],,0,31605.0,0,16,1,0,31470443.260268,,0,1,0,False,[]
50666,2023-06-12T02:57:56Z,2023-06-12T13:59:52Z,AnonSar,0,0,1,4,1,0,0,"['status: waiting review', 'scope: curriculum']",,0,39716.0,0,0,0,0,31900956.544408,,0,1,0,False,[]
50694,2023-06-14T08:09:58Z,2023-06-15T14:37:00Z,daviesa2,0,0,3,18,2,0,0,"['status: waiting review', 'scope: docs']",,0,109623.0,0,0,0,0,31639527.601371,,0,3,0,False,[]
50686,2023-06-13T12:24:27Z,2023-06-14T14:59:01Z,camperbot,0,0,1,1903,2,0,0,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,95675.0,0,0,0,0,31724607.700141,,0,1,0,False,[]
50698,2023-06-14T12:09:17Z,2023-06-14T14:59:55Z,camperbot,0,0,1,32,8,0,0,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,10240.0,0,0,0,0,31724552.773654,,0,1,0,False,[]
50128,2023-04-22T02:27:16Z,2023-04-24T07:27:09Z,AnonSar,0,0,6,2,1,0,0,['scope: curriculum'],,0,4356005.0,0,0,0,0,31992914.524142,,1,6,0,False,[]
50646,2023-06-09T11:55:44Z,2023-06-14T11:36:40Z,moT01,0,0,5,2431,80,0,0,"['status: waiting review', 'scope: curriculum', 'platform: learn', 'scope: i18n', 'scope: tools/scripts']",,0,433622.0,0,0,0,0,31733989.524775,,0,5,0,False,[]
50661,2023-06-10T14:00:24Z,2023-06-11T07:23:30Z,renovate[bot],0,0,1,24,2,0,0,"['scope: tools/scripts', 'renovate']",,0,62588.0,0,0,0,0,32011143.571659,,0,1,0,False,[]
50697,2023-06-14T12:08:51Z,2023-06-14T15:27:11Z,Sembauke,0,0,2,29,3,0,0,['platform: api'],,0,11901.0,0,0,0,0,31722923.607208,,0,2,0,False,[]
50671,2023-06-12T09:00:18Z,2023-06-14T11:14:46Z,ojeytonwilliams,0,0,1,98,3,0,0,['platform: api'],,0,180978.0,0,0,0,0,31737959.613599,,0,1,0,False,[]
50683,2023-06-13T09:07:45Z,2023-06-13T09:34:56Z,ShaunSHamilton,0,0,1,2,1,0,0,[],,0,1632.0,0,0,0,0,31830458.617307,,0,1,0,False,[]
50678,2023-06-12T20:59:30Z,2023-06-14T16:07:59Z,abhishekrnjn,0,0,1,2,1,0,0,"['status: waiting review', 'scope: curriculum']",,0,155338.0,0,0,0,0,31720447.640634,,0,1,0,False,[]
50688,2023-06-13T13:05:34Z,2023-06-14T14:58:36Z,camperbot,0,0,1,480400,3397,0,0,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,93183.0,0,0,0,0,31724638.658862,,0,1,0,False,[]
50710,2023-06-15T05:33:23Z,2023-06-15T12:35:38Z,ervinjohn50,0,0,1,6,1,0,0,['scope: docs'],,0,25358.0,0,0,0,0,31646794.675688,,0,1,0,False,[]
50674,2023-06-12T13:06:46Z,2023-06-12T19:18:10Z,camperbot,0,0,1,958,179,0,0,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,22286.0,0,0,0,0,31881863.71272,,0,1,0,False,[]
50132,2023-04-22T05:37:42Z,2023-04-25T17:07:01Z,AnonSar,0,0,10,6,1,0,0,['scope: curriculum'],,0,4344577.0,0,0,0,0,31992918.673719,,0,10,0,False,[]
50685,2023-06-13T12:00:58Z,2023-06-14T11:18:21Z,AnonSar,0,0,1,2,1,0,0,"['status: waiting review', 'scope: curriculum']",,0,83843.0,0,0,0,0,31737856.686438,,0,1,0,False,[]
50064,2023-04-15T04:47:34Z,2023-04-15T09:14:09Z,renovate[bot],1,0,1,58,4,2,2,"['platform: learn', 'scope: tools/scripts', 'renovate']",128.0,0,15997.0,0,23,0,0,36929333.566319,,0,1,0,False,['socket-security[bot]']
49817,2023-03-24T11:16:01Z,2023-03-30T18:24:11Z,Sboonny,1,0,2,20,6,2,2,"['status: waiting review', 'platform: learn']",543070.0,0,1475233.0,0,0,0,0,37347590.922811,,0,2,0,False,['ghost']
50016,2023-04-08T21:29:12Z,2023-04-09T16:38:14Z,renovate[bot],0,0,1,24,2,2,2,"['scope: tools/scripts', 'renovate']",,0,68943.0,0,17,0,0,37421091.073018,,0,1,0,False,[]
50019,2023-04-09T01:14:21Z,2023-04-10T14:30:57Z,bbsmooth,1,0,1,96,2,1,1,"['scope: a11y', 'platform: learn']",130.0,0,150325.0,0,17,0,0,37326200.143994,,0,1,0,False,['ghost']
50065,2023-04-15T04:50:50Z,2023-04-15T13:01:54Z,renovate[bot],1,0,1,16,2,2,2,"['platform: learn', 'renovate']",83.0,0,29465.0,0,23,0,0,36915671.221196,,0,1,0,False,['socket-security[bot]']
49995,2023-04-07T14:42:55Z,2023-04-13T08:16:59Z,ojeytonwilliams,1,2,3,45,3,3,2,"['status: waiting review', 'platform: api']",106.0,0,512628.0,0,24,1,0,37088183.240329,,0,3,0,False,"['ghost', 'ojeytonwilliams', 'naomi-lgbt']"
49996,2023-04-07T15:06:22Z,2023-04-12T20:30:43Z,a2937,3,2,2,2,1,4,2,"['status: waiting review', 'scope: curriculum']",102.0,0,544490.0,0,18,0,0,37054914.296156,,0,2,0,False,"['ghost', 'a2937', 'bbsmooth']"
50004,2023-04-08T07:19:33Z,2023-04-10T09:46:47Z,renovate[bot],0,0,1,10,2,1,1,['renovate'],,0,181635.0,0,17,0,0,37359378.309375,,0,1,0,False,[]
50062,2023-04-15T00:07:32Z,2023-04-15T00:29:07Z,renovate[bot],0,0,1,62,19,3,3,"['scope: tools/scripts', 'renovate']",,0,1297.0,0,25,0,0,36960837.390535,,0,1,0,False,[]
45653,2022-04-09T10:14:29Z,2022-04-09T11:41:18Z,fhsinchy,2,0,2,2,1,2,2,"['status: waiting review', 'scope: curriculum']",6.0,0,31309000.0,0,0,0,0,37671117.467807,,0,2,0,False,"['ghost', 'gitpod-io[bot]']"
50063,2023-04-15T00:12:47Z,2023-04-15T04:44:20Z,renovate[bot],0,0,1,14,2,2,2,['renovate'],,0,16294.0,0,27,0,0,36945525.498945,,0,1,0,False,[]
49992,2023-04-07T12:08:48Z,2023-04-07T16:05:14Z,camperbot,0,0,1,2,1,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,14187.0,0,12,0,0,37595871.568243,,0,1,0,False,[]
50018,2023-04-09T00:16:40Z,2023-04-10T13:56:24Z,renovate[bot],1,0,1,34,2,2,2,"['platform: api', 'renovate']",137.0,0,135586.0,0,17,0,0,37344400.814861,,0,1,0,False,['socket-security[bot]']
50027,2023-04-10T06:19:01Z,2023-04-10T07:28:41Z,shootermv,0,0,1,2,1,2,2,"['status: waiting review', 'scope: docs']",,0,4180.0,0,12,0,0,37367665.89188,,0,1,0,False,[]
50030,2023-04-10T12:08:44Z,2023-04-10T15:40:37Z,camperbot,0,0,1,3975,184,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,12715.0,0,9,0,0,37338147.940297,,0,1,0,False,[]
50057,2023-04-13T13:18:29Z,2023-04-13T14:36:35Z,camperbot,0,0,1,180200,561,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,4688.0,0,17,0,0,37082789.971892,,0,1,0,False,[]
49984,2023-04-06T15:14:11Z,2023-04-10T22:19:43Z,raisedadead,1,0,1,30,3,0,0,['scope: tools/scripts'],98.0,0,371134.0,0,30,0,0,37314201.991327,,0,1,0,False,['ghost']
50033,2023-04-10T16:03:12Z,2023-04-13T15:25:13Z,ojeytonwilliams,1,2,3,141,8,3,2,"['status: waiting review', 'platform: learn']",265.0,0,258059.0,0,17,0,0,37078736.033557,,0,3,0,False,"['ghost', 'ojeytonwilliams', 'Sboonny']"
50017,2023-04-09T00:11:14Z,2023-04-10T14:19:05Z,renovate[bot],3,0,2,48,3,3,3,"['platform: learn', 'renovate']",319.0,0,137272.0,0,17,0,0,37343041.097341,,0,2,0,False,"['ghost', 'renovate[bot]', 'socket-security[bot]']"
50002,2023-04-08T03:57:13Z,2023-04-08T07:15:40Z,renovate[bot],0,0,1,6,2,2,2,"['scope: tools/scripts', 'renovate']",,0,11908.0,0,17,0,0,37541246.107444,,0,1,0,False,[]
50001,2023-04-07T21:20:40Z,2023-04-08T11:22:30Z,eliandoran,3,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum']",104.0,0,50587.0,0,17,0,0,37526360.117856,,0,1,0,False,"['ghost', 'raisedadead', 'lynxlynxlynx']"
50061,2023-04-14T13:02:49Z,2023-04-14T15:37:22Z,camperbot,0,0,1,1660,152,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,9275.0,0,14,1,0,36992743.125103,,0,1,0,False,[]
49323,2023-02-10T10:35:06Z,2023-04-07T19:19:37Z,Sboonny,6,3,7,62,4,3,2,"['status: waiting review', 'scope: tools/scripts']",87.0,0,4869876.0,1,17,0,0,37584205.137215,,0,7,0,False,"['ghost', 'naomi-lgbt', 'Sboonny']"
49416,2023-02-18T02:48:19Z,2023-04-12T12:05:09Z,naomi-lgbt,2,17,10,20285,64,5,3,"['status: waiting review', 'scope: curriculum', 'platform: learn', 'scope: i18n']",82.0,0,4623230.0,1,21,2,0,37167658.177498,,1,10,0,False,"['naomi-lgbt', 'Ksound22', 'ghost', 'gikf', 'jdwilkin4']"
50013,2023-04-08T18:29:25Z,2023-04-09T13:58:10Z,renovate[bot],1,0,1,54,2,2,2,"['platform: api', 'renovate']",146.0,0,70127.0,0,17,0,0,37430695.19487,,0,1,0,False,['socket-security[bot]']
50038,2023-04-11T13:08:31Z,2023-04-11T19:43:39Z,camperbot,0,0,1,404,22,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,23709.0,0,14,0,0,37237167.215567,,0,1,0,False,[]
50045,2023-04-12T05:31:32Z,2023-04-12T17:14:24Z,Sboonny,1,0,1,6,1,2,2,"['status: waiting review', 'scope: curriculum']",109.0,0,42173.0,0,21,0,0,37159722.234789,,0,1,0,False,['ghost']
50047,2023-04-12T13:03:49Z,2023-04-12T15:02:28Z,camperbot,0,0,1,380,22,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,7121.0,0,17,0,0,37167637.247655,,0,1,0,False,[]
50037,2023-04-11T12:09:30Z,2023-04-11T19:44:01Z,camperbot,0,0,1,278,22,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,27273.0,0,16,0,0,37237144.286541,,0,1,0,False,[]
50010,2023-04-08T15:13:29Z,2023-04-10T10:01:20Z,renovate[bot],1,0,1,23,2,1,1,"['platform: learn', 'renovate']",127.0,0,154072.0,0,24,1,0,37358506.307024,,0,1,0,False,['socket-security[bot]']
50059,2023-04-14T12:24:08Z,2023-04-14T15:37:41Z,camperbot,0,0,1,312,4,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,11614.0,0,19,0,0,36992725.332186,,0,1,0,False,[]
50009,2023-04-08T15:09:19Z,2023-04-09T10:28:23Z,renovate[bot],0,0,1,365,2,2,2,"['platform: learn', 'renovate']",,0,69546.0,0,17,0,0,37443282.460896,,0,1,0,False,[]
49997,2023-04-07T15:42:12Z,2023-04-10T15:51:00Z,ojeytonwilliams,1,0,8,513,104,2,2,"['platform: learn', 'scope: tools/scripts']",106.0,0,260264.0,0,17,0,0,37336991.473878,,0,8,0,False,['ghost']
49704,2023-03-14T09:20:29Z,2023-04-13T15:47:03Z,ojeytonwilliams,2,1,3,166,6,2,2,"['status: waiting review', 'scope: tools/scripts']",96.0,0,2616543.0,0,25,1,0,37077215.511062,,0,3,0,False,"['ghost', 'ojeytonwilliams', 'naomi-lgbt']"
50067,2023-04-15T09:33:29Z,2023-04-15T19:30:37Z,renovate[bot],0,0,1,394,2,2,2,['platform: learn'],,0,35829.0,0,23,0,0,36892349.794028,,0,1,0,False,[]
45622,2022-04-04T14:01:05Z,2022-04-05T21:23:17Z,fhsinchy,6,0,2,20,2,2,2,"['status: waiting review', 'scope: curriculum']",7.0,0,31727409.0,0,0,0,0,37671114.131055,,0,2,0,False,"['naomi-lgbt', 'fhsinchy', 'ghost', 'gikf', 'gitpod-io[bot]']"
50032,2023-04-10T15:10:33Z,2023-04-10T15:11:32Z,ShaunSHamilton,1,0,1,4,1,1,1,[],112.0,0,396.0,0,17,0,0,37339559.434992,,0,1,0,False,['ghost']
50005,2023-04-08T07:21:01Z,2023-04-08T21:20:12Z,renovate[bot],1,0,1,16,2,2,2,"['platform: learn', 'renovate']",138.0,0,50353.0,0,17,0,0,37490574.523438,,0,1,0,False,['socket-security[bot]']
50055,2023-04-13T12:23:56Z,2023-04-13T12:56:26Z,camperbot,0,0,1,36,9,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,1951.0,0,17,0,0,37088801.599957,,0,1,0,False,[]
50006,2023-04-08T10:56:23Z,2023-04-08T23:36:21Z,renovate[bot],1,0,1,20,2,2,2,"['platform: learn', 'renovate']",231.0,0,45599.0,0,17,0,0,37482406.626291,,0,1,0,False,['socket-security[bot]']
50036,2023-04-10T20:43:07Z,2023-04-11T16:38:24Z,Jiajun-Jiao,1,3,1,6,1,5,2,"['status: waiting review', 'scope: curriculum']",131.0,0,132745.0,0,17,0,0,37187256.638275,,0,1,0,False,"['ghost', 'Jiajun-Jiao', 'raisedadead', 'ShaunSHamilton']"
50012,2023-04-08T18:27:57Z,2023-04-09T07:01:48Z,renovate[bot],0,0,1,2,1,2,2,['renovate'],,0,45232.0,0,17,0,0,37455679.712903,,0,1,0,False,[]
49993,2023-04-07T13:03:36Z,2023-04-07T14:23:41Z,camperbot,0,0,1,1348,135,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,4807.0,0,17,0,0,37601965.905287,,0,1,0,False,[]
50007,2023-04-08T11:01:58Z,2023-04-09T03:31:25Z,renovate[bot],1,0,1,12,2,2,2,"['platform: api', 'renovate']",87.0,0,59368.0,0,17,0,0,37468302.947736,,0,1,0,False,['socket-security[bot]']
50069,2023-04-15T13:11:59Z,2023-04-15T22:45:37Z,renovate[bot],1,0,1,46,2,2,2,"['platform: api', 'renovate']",94.0,0,34420.0,0,22,0,0,36880649.967174,,0,1,0,False,['socket-security[bot]']
50015,2023-04-08T21:27:55Z,2023-04-09T21:05:37Z,renovate[bot],1,0,1,170,2,2,2,"['platform: learn', 'renovate']",111.0,0,85063.0,0,18,0,0,37405051.069237,,0,1,0,False,['socket-security[bot]']
50000,2023-04-07T19:50:47Z,2023-04-08T09:22:18Z,nyni123,1,2,2,2,1,3,2,['scope: curriculum'],137.0,0,48691.0,1,17,0,0,37533651.172502,,1,2,0,False,"['ghost', 'jeremylt', 'naomi-lgbt']"
50031,2023-04-10T13:02:15Z,2023-04-10T15:41:01Z,camperbot,0,0,1,1168,201,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,9527.0,0,17,0,0,37338127.207116,,0,1,0,False,[]
50003,2023-04-08T03:58:41Z,2023-04-08T18:20:34Z,renovate[bot],0,0,1,10,2,2,2,"['scope: tools/scripts', 'renovate']",,0,51714.0,0,17,0,0,37501354.237835,,0,1,0,False,[]
49820,2023-03-24T11:17:18Z,2023-03-30T18:16:59Z,Sboonny,3,3,5,31,3,4,2,['platform: learn'],89136.0,0,1475133.0,0,0,0,0,37347620.666765,,0,5,0,False,"['ghost', 'naomi-lgbt', 'huyenltnguyen', 'Sboonny']"
49950,2023-04-04T18:37:43Z,2023-04-06T16:31:56Z,naomi-lgbt,1,0,5,41,4,0,0,"['status: waiting review', 'scope: tools/scripts']",1530.0,0,170670.0,0,0,0,0,37675265.192241,,0,5,0,False,['ghost']
49921,2023-04-01T16:20:01Z,2023-04-06T16:58:22Z,renovate[bot],0,0,1,103,2,0,0,"['scope: tools/scripts', 'renovate']",,0,434302.0,0,0,0,0,37679095.618277,,0,1,0,False,[]
49980,2023-04-06T12:24:18Z,2023-04-06T15:41:33Z,camperbot,0,0,1,148,2,0,0,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,11837.0,0,0,0,0,37683704.333073,,0,1,0,False,[]
49979,2023-04-06T12:08:53Z,2023-04-06T16:56:03Z,camperbot,0,0,1,276,8,0,0,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,17231.0,0,0,0,0,37679235.852134,,0,1,0,False,[]
49913,2023-04-01T06:52:43Z,2023-04-06T02:35:09Z,renovate[bot],0,0,1,333,2,0,0,['renovate'],,0,416547.0,0,0,0,0,37730890.04035,,0,1,0,False,[]
49920,2023-04-01T16:18:32Z,2023-04-06T13:24:46Z,renovate[bot],0,0,1,85,2,0,0,"['platform: learn', 'renovate']",,0,421575.0,0,0,0,0,37691913.054785,,0,1,0,False,[]
49972,2023-04-05T19:15:30Z,2023-04-06T10:28:50Z,Sboonny,0,0,5,157,3,0,0,"['status: waiting review', 'platform: learn']",,0,55449.0,0,0,0,0,37701821.086866,,0,5,0,False,[]
49960,2023-04-05T13:19:01Z,2023-04-05T15:45:52Z,ojeytonwilliams,0,0,1,16,3,0,0,"['platform: learn', 'scope: tools/scripts']",,0,74398.0,0,0,0,0,37704262.321641,,0,1,0,False,[]
49981,2023-04-06T13:08:01Z,2023-04-06T16:55:44Z,camperbot,0,0,1,2168,536,0,0,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,13665.0,0,0,0,0,37679255.325242,,0,1,0,False,[]
49974,2023-04-05T21:29:15Z,2023-04-06T06:09:54Z,RafaelDavisH,0,0,4,5,1,0,0,['scope: docs'],,0,31239.0,0,0,0,0,37718007.335395,,0,4,0,False,[]
49959,2023-04-05T12:57:52Z,2023-04-06T06:33:36Z,Sah3j,0,0,1,2,1,0,0,"['status: waiting review', 'scope: curriculum']",,0,76154.0,0,0,0,0,37703775.338836,,0,1,0,False,[]
49919,2023-04-01T11:39:56Z,2023-04-06T10:32:15Z,renovate[bot],0,0,1,58,4,0,0,"['platform: learn', 'scope: tools/scripts', 'renovate']",,0,427941.0,0,0,0,0,37702264.363992,,0,1,0,False,[]
49957,2023-04-05T12:09:30Z,2023-04-05T14:48:34Z,camperbot,0,0,1,1000,8,0,0,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,9546.0,0,0,0,0,37773285.406424,,0,1,0,False,[]
49969,2023-04-05T18:02:30Z,2023-04-05T19:23:29Z,cto234,0,0,7,8,1,0,0,"['status: waiting review', 'scope: curriculum']",,0,4882.0,0,0,0,0,37756769.411109,,0,7,0,False,[]
48945,2023-01-06T12:05:22Z,2023-01-06T14:51:55Z,imgbot[bot],0,0,1,0,7,1,1,"['status: waiting review', 'scope: docs']",,0,9994.0,0,0,0,0,45462729.487968,,2,1,0,False,[]
48951,2023-01-07T01:54:22Z,2023-01-07T02:14:22Z,renovate[bot],0,0,1,80,15,3,3,"['scope: tools/scripts', 'renovate']",,0,1201.0,0,0,0,0,45421782.494831,,1,1,0,False,[]
48929,2023-01-05T04:10:54Z,2023-01-06T16:17:12Z,arantebw,1,0,8,95,7,2,2,"['status: waiting review', 'scope: curriculum']",88.0,0,155977.0,0,0,0,0,45431614.506338,,0,8,0,False,['ghost']
48934,2023-01-05T09:45:20Z,2023-01-07T03:03:52Z,raisedadead,2,5,8,53,6,4,2,"['status: waiting review', 'platform: learn', 'scope: i18n']",82.0,0,148713.0,0,0,0,0,45418812.517711,,0,8,0,False,"['ghost', 'raisedadead', 'Sboonny']"
48811,2022-12-21T08:47:21Z,2023-01-07T06:06:46Z,ahmaxed,1,4,1,434,28,2,0,"['status: waiting review', 'platform: learn']",90.0,0,1459165.0,0,0,0,0,45407839.528906,,1,1,0,False,"['ghost', 'raisedadead', 'Sboonny']"
48949,2023-01-06T17:39:32Z,2023-01-07T04:33:45Z,sidemt,1,0,1,5,2,2,2,"['platform: learn', 'scope: i18n']",100.0,0,39253.0,0,0,0,0,45413420.534713,,1,1,0,False,['ghost']
48957,2023-01-07T06:55:57Z,2023-01-07T08:30:49Z,raisedadead,1,0,1,19,2,0,0,['platform: learn'],75.0,0,5693.0,0,0,0,0,45399195.545998,,0,1,0,False,['ghost']
48924,2023-01-04T12:26:54Z,2023-01-04T13:46:37Z,camperbot,0,0,1,45,10,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,4784.0,0,0,0,0,45639448.393354,,1,1,0,False,[]
48948,2023-01-06T13:07:55Z,2023-01-06T14:50:16Z,camperbot,0,0,1,636,248,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,6142.0,0,0,0,0,45462829.405812,,1,1,0,False,[]
48733,2022-12-12T08:15:41Z,2022-12-12T13:15:18Z,Nirajn2311,1,0,1,1,1,2,2,['scope: tools/scripts'],79.0,0,2077728.0,0,0,0,0,45568777.436614,,1,1,0,False,['ghost']
48915,2023-01-03T22:55:56Z,2023-01-04T04:15:37Z,RafaelDavisH,5,0,2,11,2,2,2,"['status: waiting review', 'scope: UI', 'platform: learn', 'scope: i18n']",73.0,0,19182.0,0,0,0,0,45673708.474239,,1,2,0,False,"['ghost', 'RafaelDavisH', 'moT01']"
48914,2023-01-03T20:57:05Z,2023-01-04T04:13:31Z,raisedadead,1,0,1,513,2,0,0,[],103.0,0,26187.0,0,0,0,0,45673834.479323,,0,1,0,False,['ghost']
48935,2023-01-05T10:53:19Z,2023-01-07T05:03:35Z,ojeytonwilliams,1,5,13,232,32,4,3,"['status: waiting update', 'platform: learn', 'scope: tools/scripts']",98.0,0,151817.0,2,0,0,0,45411630.495918,,2,13,0,False,"['naomi-lgbt', 'ahmaxed', 'ojeytonwilliams', 'raisedadead', 'ghost']"
48816,2022-12-21T15:43:34Z,2022-12-22T05:28:57Z,KingChampion36,2,0,2,2,1,2,2,"['status: waiting review', 'scope: curriculum']",76.0,0,1215865.0,0,0,0,0,45626167.589458,,0,2,0,False,"['ghost', 'raisedadead']"
48908,2023-01-03T14:34:27Z,2023-01-03T15:12:49Z,ojeytonwilliams,1,0,1,584,15,0,0,[],75.0,0,2355.0,0,0,0,0,45720624.607162,,2,1,0,False,['ghost']
48820,2022-12-21T19:00:04Z,2023-01-03T09:40:47Z,ahmaxed,5,3,4,97,12,4,2,"['platform: learn', 'scope: i18n', 'scope: tools/scripts']",93.0,0,1089644.0,0,0,0,0,45740598.613741,,1,4,0,False,"['ghost', 'ahmaxed', 'oriooctopus', 'bbsmooth']"
48923,2023-01-04T12:08:59Z,2023-01-04T13:57:19Z,camperbot,0,0,1,70,6,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,6501.0,0,0,0,0,45638806.622477,,0,1,0,False,[]
48947,2023-01-06T12:26:08Z,2023-01-06T14:50:43Z,camperbot,0,0,1,18,4,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,8676.0,0,0,0,0,45462802.627008,,1,1,0,False,[]
48937,2023-01-05T12:24:00Z,2023-01-05T14:08:12Z,camperbot,0,0,1,953,2,1,1,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,6253.0,0,0,0,0,45551753.632184,,2,1,0,False,[]
48898,2023-01-03T07:33:21Z,2023-01-03T16:53:59Z,camperbot,1,0,2,291,11,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",11865.0,0,33639.0,0,0,0,0,45714606.637902,,1,2,0,False,['ghost']
48902,2023-01-03T10:55:50Z,2023-01-03T12:56:16Z,ahmaxed,1,0,1,97,12,2,2,"['platform: learn', 'scope: i18n', 'scope: tools/scripts']",215.0,0,7227.0,0,0,0,0,45728869.644366,,2,1,0,False,['ghost']
48939,2023-01-05T14:46:52Z,2023-01-05T17:05:32Z,sidemt,1,0,1,46,23,2,2,"['status: waiting review', 'scope: curriculum']",83.0,0,8321.0,0,0,0,0,45541113.962496,,0,1,0,False,['ghost']
48938,2023-01-05T13:06:39Z,2023-01-05T15:37:56Z,camperbot,0,0,1,150,61,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,9078.0,0,0,0,0,45546369.964052,,0,1,0,False,[]
48904,2023-01-03T12:11:15Z,2023-01-03T15:23:31Z,camperbot,0,0,1,136,18,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,11537.0,0,0,0,0,45720035.452847,,0,1,0,False,[]
48903,2023-01-03T11:02:27Z,2023-01-03T11:58:42Z,ojeytonwilliams,1,0,2,24,2,2,2,['scope: tools/scripts'],881.0,0,5658.0,0,0,0,0,45730042.454703,,1,2,0,False,['ghost']
48921,2023-01-04T08:30:15Z,2023-01-04T12:02:04Z,raisedadead,1,0,1,53,3,1,1,"['status: waiting review', 'platform: learn']",111.0,0,12710.0,0,0,0,0,45645722.479732,,2,1,0,False,['ghost']
48861,2022-12-28T16:17:15Z,2023-01-02T17:37:51Z,oriooctopus,5,2,2,53,3,3,2,"['status: waiting review', 'platform: learn']",102.0,0,690962.0,0,0,0,0,45544250.482973,,0,2,0,False,"['camperbot', 'ojeytonwilliams', 'ghost', 'oriooctopus', 'Sboonny']"
48762,2022-12-14T19:24:16Z,2023-01-05T07:10:09Z,nayabatir1,6,0,9,21,2,2,2,"['status: waiting review', 'platform: learn']",74.0,0,1856753.0,0,0,0,0,45576838.483906,,2,9,0,False,"['ghost', 'nayabatir1', 'raisedadead', 'moT01']"
48901,2023-01-03T10:40:01Z,2023-01-06T09:56:35Z,ahmaxed,0,14,4,28,4,3,2,['scope: docs'],,0,256594.0,1,0,0,0,45480452.486945,,1,4,0,False,"['Sembauke', 'ahmaxed', 'Sboonny']"
48919,2023-01-04T05:34:51Z,2023-01-04T20:05:21Z,Sriparno08,4,0,3,4,2,3,2,"['status: waiting review', 'scope: curriculum']",106.0,0,87394.0,0,0,0,0,45581562.492361,,0,3,0,False,"['ghost', 'Sriparno08']"
